Date,Open,High,Low,Close,Adj Close,Volume
2021-03-19,3029.229980,3077.284912,3016.629883,3074.959961,3074.959961,4625354
2021-03-22,3067.850098,3126.580078,3060.050049,3110.870117,3110.870117,2902179
2021-03-23,3127.000000,3182.000000,3120.850098,3137.500000,3137.500000,3817263
2021-03-24,3151.040039,3160.310059,3085.149902,3087.070068,3087.070068,2958981
2021-03-25,3072.989990,3109.780029,3037.139893,3046.260010,3046.260010,3563469
2021-03-26,3044.060059,3056.659912,2996.000000,3052.030029,3052.030029,3312924
2021-03-29,3055.439453,3091.250000,3028.445068,3075.729980,3075.729980,2745968
2021-03-30,3070.010010,3073.000000,3034.000000,3055.290039,3055.290039,2337603
2021-03-31,3064.060059,3119.330078,3062.500000,3094.080078,3094.080078,3093896
2021-04-01,3117.939941,3162.439941,3115.550049,3161.000000,3161.000000,2940318
2021-04-05,3173.000000,3235.955078,3161.239990,3226.729980,3226.729980,3334882
2021-04-06,3223.750000,3247.310059,3217.040039,3223.820068,3223.820068,2537809
2021-04-07,3233.800049,3303.612549,3223.649902,3279.389893,3279.389893,3346227
2021-04-08,3310.899902,3324.500000,3292.000000,3299.300049,3299.300049,2812090
2021-04-09,3304.699951,3372.199951,3288.899902,3372.199951,3372.199951,4341473
2021-04-12,3355.209961,3395.040039,3351.149902,3379.389893,3379.389893,3281798
2021-04-13,3400.844971,3432.000000,3395.629883,3400.000000,3400.000000,3315837
2021-04-14,3404.040039,3404.129883,3326.000000,3333.000000,3333.000000,3145204
2021-04-15,3371.000000,3397.000000,3352.000000,3379.090088,3379.090088,3233580
2021-04-16,3380.000000,3406.800049,3355.590088,3399.439941,3399.439941,3186049
2021-04-19,3390.330078,3435.933350,3360.159912,3372.010010,3372.010010,2725405
2021-04-20,3373.600098,3382.989990,3316.000000,3334.689941,3334.689941,2623032
2021-04-21,3316.000000,3362.860107,3303.806152,3362.020020,3362.020020,2211166
2021-04-22,3371.679932,3372.870117,3301.449951,3309.040039,3309.040039,2580590
2021-04-23,3319.100098,3375.000000,3308.500000,3340.879883,3340.879883,3196652
2021-04-26,3348.000000,3428.449951,3330.939941,3409.000000,3409.000000,4880708
2021-04-27,3443.469971,3460.000000,3398.010010,3417.429932,3417.429932,3827140
2021-04-28,3434.800049,3489.879883,3425.000000,3458.500000,3458.500000,4631884
2021-04-29,3505.098145,3514.445068,3435.000000,3471.310059,3471.310059,7682381
2021-04-30,3525.120117,3554.000000,3462.500000,3467.419922,3467.419922,7009346
2021-05-03,3484.729980,3486.645020,3372.701172,3386.489990,3386.489990,5875530
2021-05-04,3356.189941,3367.975098,3272.129883,3311.870117,3311.870117,5439449
